Testset ID: 0 
Sensitivity values: 
ThresholdedObjectProximityAgentSensor	RobotObject	ThresholdedObjectProximityAgentSensor	ResourceObject	ThresholdedObjectProximityAgentSensor	WallObject	ThresholdedObjectProximityAgentSensor	TargetAreaObject	
1.0	0.25	1.0	0.25	 
Epoch# 	 Mean 	 Best 	 Variance 	 MannWhitneyU 
1	1.9473770491803282	5.690000000000001	3.1055763387978153	3025.0 
2	3.1165000000000007	6.530000000000003	4.509874615384617	1586.5 
3	2.9882500000000007	5.940000000000002	4.03130198717949	818.5 
4	2.8807894736842115	6.480000000000002	4.795439900426745	783.5 
5	3.27138888888889	6.5900000000000025	4.738155158730163	751.5 
6	3.3591428571428583	6.160000000000002	4.556149243697481	650.5 
7	3.068333333333334	6.480000000000002	4.5661971428571455	676.0 
8	3.38864864864865	6.310000000000003	5.035239789789795	734.0 
9	3.1002702702702707	6.610000000000003	4.668413813813818	742.0 
10	2.9732500000000006	6.700000000000003	4.714991730769236	746.0 
11	3.3080487804878054	6.650000000000003	4.57056609756098	901.0 
12	2.9767647058823536	5.990000000000002	4.374101336898398	800.0 
13	3.1217142857142868	6.370000000000003	4.665632268907566	605.0 
14	3.328378378378379	6.130000000000002	4.376275075075077	714.5 
15	3.4026470588235305	6.360000000000003	4.324244295900182	649.5 
16	3.033414634146342	6.380000000000003	4.152353048780491	783.0 
17	3.0653658536585375	5.810000000000002	3.72539048780488	862.0 
18	2.898648648648649	5.860000000000002	4.22336756756757	811.0 
19	2.969512195121952	6.020000000000002	4.4797147560975645	805.5 
20	2.689285714285715	6.160000000000002	3.6977872822299673	951.5 
21	2.955238095238096	6.700000000000003	4.482884088269457	956.5 
22	3.1650000000000005	6.030000000000003	4.554268918918923	860.5 
23	2.807692307692309	6.160000000000002	4.6953287449392755	785.5 
24	2.9823255813953495	6.100000000000002	3.3437849390919183	863.5 
25	2.6960526315789477	7.180000000000003	4.223327240398296	933.0 
26	3.2848717948717954	5.650000000000002	3.584104588394064	907.5 
27	3.1600000000000006	6.0500000000000025	3.835414285714288	866.5 
28	3.279756097560976	5.880000000000003	3.5119374390243925	935.5 
29	3.526829268292684	6.270000000000002	3.731502195121954	878.0 
30	3.6685000000000008	6.520000000000003	3.0561976923076943	821.0 
31	3.3760526315789483	6.2600000000000025	3.209197510668566	818.5 
32	3.80923076923077	5.780000000000002	2.976186234817817	858.5 
33	3.69421052631579	5.810000000000002	2.942133143669988	772.5 
34	3.714324324324325	6.200000000000002	3.6237752252252275	722.5 
35	3.501750000000001	5.890000000000002	4.045025064102567	779.5 
36	3.1617500000000005	6.320000000000003	3.7781481410256412	885.5 
37	3.8133333333333344	6.0900000000000025	3.8311543859649153	946.5 
38	3.8902631578947378	6.380000000000003	3.6380729018492213	742.5 
39	4.010000000000001	6.530000000000003	3.802972222222225	749.0 
40	3.7800000000000007	6.090000000000002	3.6333487179487203	830.0 
41	3.8945945945945954	6.290000000000003	3.4950977477477507	803.0 
42	3.8418918918918927	6.200000000000003	3.39122687687688	706.0 
43	4.101750000000001	6.400000000000002	3.1928507051282082	810.0 
44	3.785250000000001	6.370000000000003	3.446533269230771	902.5 
45	3.8189743589743603	6.120000000000002	3.952425236167344	844.5 
46	3.8165853658536593	6.3400000000000025	3.6082480487804895	817.5 
47	3.5123076923076932	6.500000000000003	4.136360323886643	861.0 
48	3.790000000000001	6.350000000000002	3.6049485714285727	745.0 
49	3.719473684210527	6.460000000000003	3.752561877667144	697.5 
50	3.541282051282052	6.400000000000002	4.0259588394062105	777.5 
51	3.6846153846153857	5.900000000000002	3.558025506072877	772.5 
52	3.5045000000000006	5.950000000000003	3.8006458974359	782.0 
53	3.480000000000001	6.480000000000002	3.56992105263158	827.5 
54	3.4412195121951226	6.770000000000003	3.3276009756097586	804.0 
55	3.620000000000001	6.190000000000002	3.0388888888888905	815.0 
56	3.3979069767441867	5.940000000000002	3.236845514950168	883.0 
57	3.5230952380952387	6.560000000000002	3.705241405342626	937.5 
58	3.295250000000001	5.810000000000002	3.6937383974359	846.5 
59	3.394473684210527	5.550000000000002	2.5657821479374125	777.0 
60	3.50904761904762	6.250000000000003	3.4349844367015123	818.5 
61	3.8755000000000006	6.760000000000003	2.4744048717948735	908.0 
62	3.788095238095239	5.940000000000002	2.7889328687572594	848.0 
63	3.3720000000000008	6.420000000000003	3.2692164102564125	956.5 
64	3.6780487804878055	5.900000000000002	2.6554010975609765	903.5 
65	3.8985714285714295	5.620000000000002	1.9851588850174235	900.0 
66	3.7504878048780497	5.910000000000003	2.642369756097562	870.5 
67	4.140714285714287	6.200000000000003	2.263040940766553	990.0 
68	4.063658536585367	6.520000000000003	2.4781837804878077	881.5 
69	3.8807142857142867	5.860000000000002	2.7200409407665527	903.5 
70	4.0527500000000005	6.140000000000002	2.1569896794871806	855.0 
71	3.813255813953489	6.390000000000002	2.86005581395349	916.5 
72	3.718048780487806	6.170000000000002	3.293926097560977	907.5 
73	3.937500000000001	6.0100000000000025	2.8719261627906993	923.0 
74	3.7709756097560985	6.120000000000003	3.272044024390246	949.5 
75	4.02888888888889	6.140000000000002	2.5538273015873036	777.5 
76	4.146428571428572	6.200000000000002	2.3931747386759596	777.5 
77	4.078048780487806	6.660000000000003	2.632601097560977	869.0 
78	4.308780487804879	6.8400000000000025	3.108630975609759	976.0 
79	4.301702127659575	6.120000000000002	1.5693926919518966	1118.0 
80	4.320232558139535	6.140000000000002	1.4297928017718726	1045.0 
81	4.48186046511628	6.620000000000003	1.8022345514950184	1029.5 
